Case_ID,Dice_ET,Dice_TC,Dice_WT
BRATS_127,0.9586435070306039,0.9702923235364018,0.9732510052352422
BRATS_126,0.910332326283988,0.914376093364327,0.9194035018300525
BRATS_101,0.8845552660960179,0.9174952225330268,0.9281840352345939
BRATS_365,0.9500024278523218,0.9815533447791968,0.9696538595724645
BRATS_252,0.8831153289213868,0.945638814312297,0.9670103953986049
BRATS_044,0.7325285895806861,0.7482653344435193,0.8279211767971135
BRATS_159,0.691500232234092,0.8663841455814533,0.8612749936870137
BRATS_028,0.6311442033622244,0.8610208373160008,0.8446707249584947
BRATS_292,0.6310022558814051,0.8901106314085268,0.9390060385622715
BRATS_184,0.9205940214836609,0.958426166249397,0.9380894648171183
BRATS_215,0.8666804979253112,0.9232589343682821,0.9133642158057887
BRATS_340,0.9430999805359113,0.9566738979165814,0.9583519816997365
BRATS_162,0.9446383154906252,0.9718194518040368,0.954027098594816
BRATS_290,0.8304371289800324,0.9164947665979066,0.9018028945689079
BRATS_364,0.90392436302965,0.9523848658866072,0.9565482243984533
BRATS_108,0.91539818383746,0.9596478356566398,0.9324824706531158
BRATS_237,0.8954404260039938,0.9095937034673474,0.9568710319160075
BRATS_269,0.0,0.7959167355206695,0.9078500127631561
BRATS_302,0.7326766891308104,0.8866212907331701,0.8957326085919992
BRATS_191,0.9328093697025736,0.9353121660964779,0.9403191413051275
BRATS_345,0.8799485625057408,0.6861233480176211,0.8803303820041923
BRATS_138,0.9057726443161079,0.8038051409554549,0.9359711633669403
BRATS_201,0.8829519258659909,0.949269726039236,0.961143800545814
BRATS_105,0.9337907375643225,0.9631870253571888,0.9234575027314519
BRATS_135,0.8681466493452744,0.863069035411947,0.9366683944804343
BRATS_020,0.7138681190190468,0.8691834042612696,0.8975218079712508
BRATS_279,0.0,0.877345018247507,0.9153866786451786
BRATS_050,0.8419387192925455,0.9616605400298213,0.9399210989115452
BRATS_084,0.8295174016167288,0.9243413526689076,0.9352187870751623
BRATS_349,0.906050065781174,0.9610747995970457,0.9590807647551536
BRATS_008,0.8269848554382745,0.25295508274231676,0.839631223777648
BRATS_281,0.0,0.6448317542012711,0.9050709492905071
BRATS_276,0.8142517814726841,0.9089838690686448,0.932724842114968
BRATS_173,0.845334777116044,0.8193974974796893,0.8777464460207511
BRATS_169,0.9368415246290474,0.9621514753476783,0.9533822758259045
BRATS_219,0.923138539959949,0.9651585820895522,0.886762269731463
BRATS_271,0.6045454545454545,0.9232474808465148,0.9609476216916528
BRATS_064,0.767162531146954,0.9075761555506165,0.8372849672872408
BRATS_342,0.8780334966389427,0.9337204782916848,0.9250501183147334
BRATS_274,0.7768870896392713,0.6890588982536772,0.873276542407502
